1.000,68.000,14.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,46.000,28.000,3.000,0.437,0.009,0.140,0.114,0.025,0.016,0.023,0.024,0.029,0.014,0.000,0.031,0.000,0.013,0.002,0.000,0.117,0.000,0.005,0.000
1.000,72.000,23.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,36.000,3.000,3.000,0.328,0.000,0.240,0.092,0.042,0.022,0.021,0.035,0.017,0.019,0.000,0.019,0.006,0.007,0.009,0.000,0.139,0.005,0.001,0.000
1.000,47.000,25.000,3.000,0.437,0.009,0.140,0.114,0.025,0.016,0.023,0.024,0.029,0.014,0.000,0.031,0.000,0.013,0.002,0.000,0.117,0.000,0.005,0.000
1.000,71.000,16.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,82.000,18.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,63.000,18.000,5.000,0.138,0.002,0.143,0.137,0.040,0.027,0.027,0.056,0.136,0.093,0.000,0.057,0.003,0.028,0.019,0.000,0.086,0.000,0.000,0.008
1.000,85.000,4.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,50.000,3.000,3.000,0.328,0.000,0.240,0.092,0.042,0.022,0.021,0.035,0.017,0.019,0.000,0.019,0.006,0.007,0.009,0.000,0.139,0.005,0.001,0.000
0.000,42.000,11.000,3.000,0.328,0.000,0.240,0.092,0.042,0.022,0.021,0.035,0.017,0.019,0.000,0.019,0.006,0.007,0.009,0.000,0.139,0.005,0.001,0.000
1.000,72.000,26.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,58.000,24.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,93.000,19.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,59.000,18.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,59.000,35.000,5.000,0.138,0.002,0.143,0.137,0.040,0.027,0.027,0.056,0.136,0.093,0.000,0.057,0.003,0.028,0.019,0.000,0.086,0.000,0.000,0.008
1.000,69.000,0.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,39.000,28.000,5.000,0.138,0.002,0.143,0.137,0.040,0.027,0.027,0.056,0.136,0.093,0.000,0.057,0.003,0.028,0.019,0.000,0.086,0.000,0.000,0.008
1.000,44.000,12.000,3.000,0.328,0.000,0.240,0.092,0.042,0.022,0.021,0.035,0.017,0.019,0.000,0.019,0.006,0.007,0.009,0.000,0.139,0.005,0.001,0.000
1.000,75.000,0.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,61.000,10.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,76.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,88.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,76.000,11.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,64.000,11.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,53.000,11.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
0.000,57.000,11.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
0.000,89.000,11.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,92.000,11.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,81.000,11.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,78.000,11.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,73.000,24.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,46.000,23.000,3.000,0.437,0.009,0.140,0.114,0.025,0.016,0.023,0.024,0.029,0.014,0.000,0.031,0.000,0.013,0.002,0.000,0.117,0.000,0.005,0.000
1.000,73.000,18.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,33.000,18.000,3.000,0.437,0.009,0.140,0.114,0.025,0.016,0.023,0.024,0.029,0.014,0.000,0.031,0.000,0.013,0.002,0.000,0.117,0.000,0.005,0.000
0.000,66.000,3.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
0.000,71.000,33.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,56.000,16.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,81.000,14.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,78.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,82.000,33.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,70.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,82.000,16.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,72.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,88.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,91.000,3.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,88.000,16.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,58.000,31.000,5.000,0.138,0.002,0.143,0.137,0.040,0.027,0.027,0.056,0.136,0.093,0.000,0.057,0.003,0.028,0.019,0.000,0.086,0.000,0.000,0.008
0.000,89.000,28.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,84.000,28.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,87.000,31.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,93.000,11.000,2.000,0.419,0.000,0.199,0.131,0.037,0.000,0.010,0.014,0.007,0.001,0.000,0.001,0.001,0.000,0.010,0.000,0.152,0.000,0.000,0.016
1.000,55.000,27.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,92.000,3.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,61.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,85.000,11.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,72.000,3.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,61.000,28.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,57.000,3.000,4.000,0.209,0.008,0.186,0.153,0.035,0.013,0.036,0.044,0.078,0.052,0.001,0.033,0.006,0.014,0.006,0.001,0.113,0.006,0.003,0.003
1.000,91.000,3.000,2.000,0.419,0.000,0.199,0.131,0.037,0.000,0.010,0.014,0.007,0.001,0.000,0.001,0.001,0.000,0.010,0.000,0.152,0.000,0.000,0.016
1.000,77.000,28.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,62.000,36.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,83.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,67.000,3.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,54.000,3.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
0.000,88.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,55.000,23.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
1.000,86.000,24.000,3.000,0.287,0.004,0.219,0.160,0.034,0.015,0.030,0.045,0.036,0.019,0.000,0.011,0.002,0.008,0.007,0.000,0.112,0.003,0.004,0.003
